-Q	ENA|NURI01000114|NURI01000114.1,0,12627,UniRef50_Q2RX87,404,2456
-H	ERZ808129.1213,0,10808,UniRef50_A0A5B9DB16,3544,5809
DH	ERZ1032884.143,0,17825,UniRef50_A0A125S8J6,14189,17597
-H	ERZ965154.65221,0,6115,UniRef50_A0A345J6F4,311,3077
-H	ENA|OCVT010005241|OCVT010005241.1,0,5104,UniRef50_A0A345J6F4,2907,4944
-H	ERZ926521.72029,0,5875,UniRef50_A0A345J6F4,308,3074
DH	ERZ920174.9730,0,8003,UniRef50_A0A316RPF6,3710,7823
-H	ERZ926515.15563,0,5721,UniRef50_A0A345J6F4,94,2629
NH	ERZ965039.111832,0,6464,UniRef50_A0A345J6F4,183,3573
SH	NZ_BDBX01000021.1,79405,129740,UniRef50_A0A5B9DB16,100774,102868
NH	ERZ926516.170967,0,8654,UniRef50_A0A345J6F4,2895,6285
--	ENA|OVUF01001820|OVUF01001820.1,0,12280,UniRef50_A0A345J6F4,7021,9061
DH	ENA|UZQQ01000805|UZQQ01000805.1,0,27191,UniRef50_A0A417JBE8,8118,12420
-Q	NZ_NVEZ01000059.1,20259,51588,UniRef50_Q2RX87,39364,41416
-Q	NZ_NFCI01000098.1,0,22366,UniRef50_Q2RX87,1664,4322
-Q	ENA|NURO01000030|NURO01000030.1,0,47288,UniRef50_Q2RX87,26130,28182
-H	ENA|SMDF01000024|SMDF01000024.1,0,83721,UniRef50_UPI000BFE368F,23416,26425
EH	NZ_JH815185.1,1540777,1783593,UniRef50_A0A5B9DB16,1773709,1776013
DH	ENA|NUMM01000028|NUMM01000028.1,0,68044,UniRef50_UPI000BFE368F,54153,57378
-H	ENA|NFCR01000095|NFCR01000095.1,6047,101567,UniRef50_UPI000BFE368F,25520,28529
DH	ERZ909720.20547,0,18428,UniRef50_D6GRK4,14291,18341
DH	ERZ926572.16959,2863,59625,UniRef50_A0A417JBE8,15662,19964
ER	ERZ908108.3211,0,32801,UniRef50_A0A354V0X2,2826,4944
AQ	ENA|OLSB01000050|OLSB01000050.1,0,43199,UniRef50_A0A0G3EK96,3162,6537
