ENA|MCJG01000002|MCJG01000002.1,117922,179817,UniRef50_A0A1C2D810,144336,148596	ENA|MCJG01000002|MCJG01000002.1,117922,179817,UniRef50_A0A1C2D810,144336,148596
ERZ941253.7400,0,35785,UniRef50_A0A140GR79,12799,15709	ERZ941253.7400,0,35785,UniRef50_A0A140GR79,12799,15709
ENA|JAABUR0100000409|JAABUR0100000409.1,18891,85011,UniRef50_Q03LF7,53036,56342	ENA|JAABUR0100000409|JAABUR0100000409.1,18891,85011,UniRef50_Q03LF7,53036,56342
ENA|NBIV01000057|NBIV01000057.1,183016,375022,UniRef50_A0A0K6GF30,284926,287722	ENA|NBIV01000057|NBIV01000057.1,183016,375022,UniRef50_A0A0K6GF30,284926,287722
NC_015707.1,1183136,1287031,UniRef50_A0A356C4S0,1220931,1223097	NC_015707.1,1183136,1287031,UniRef50_A0A356C4S0,1220931,1223097
NC_011831.1,3809929,4051669,UniRef50_A0A1Q9NZT8,3948502,3950533	NC_011831.1,3809929,4051669,UniRef50_A0A1Q9NZT8,3948502,3950533
ENA|WBVU01000004|WBVU01000004.1,2614557,2697514,UniRef50_A0A0K6GF30,2644744,2647747	ENA|WBVU01000004|WBVU01000004.1,2614557,2697514,UniRef50_A0A0K6GF30,2644744,2647747
NZ_CP025228.1,609467,832987,UniRef50_A0A5B9DB16,749083,751531	NZ_CP025228.1,609467,832987,UniRef50_A0A5B9DB16,749083,751531
NZ_CP022054.2,2050459,2234817,UniRef50_A0A2G1YQR5,2185514,2187650	NZ_CP022054.2,2050459,2234817,UniRef50_A0A2G1YQR5,2185514,2187650
NZ_CP022054.2,2050459,2234817,UniRef50_A0A2G1YQR5,2185514,2187650	NZ_LR698960.1,596086,756361,UniRef50_A0A2G1YQR5,725327,727667
ENA|QOCR01000002|QOCR01000002.1,55763,283668,UniRef50_A0A347SSI1,237523,241501	ENA|QOCR01000002|QOCR01000002.1,55763,283668,UniRef50_A0A347SSI1,237523,241501
ENA|SDAM01000036|SDAM01000036.1,314697,474051,UniRef50_A0A5B8W8D7,336642,338862	ENA|SDAM01000036|SDAM01000036.1,314697,474051,UniRef50_A0A5B8W8D7,336642,338862
