-D	ENA|UZSB01002380|UZSB01002380.1,0,6062,UniRef50_A0A140GR79,1344,4230
-E	ENA|OBXO01002028|OBXO01002028.1,0,8022,UniRef50_A0A140GR79,1173,3495
DH	ERZ958706.12228,0,17982,UniRef50_A5Z395,12783,16104
--	ENA|OWQV01001470|OWQV01001470.1,0,19021,UniRef50_A0A2H6JTC4,10136,12419
-D	ENA|UZSR01003904|UZSR01003904.1,0,6275,UniRef50_A0A140GR79,927,3813
--	ENA|OZZY01000003|OZZY01000003.1,0,16576,UniRef50_A0A2H6EJA1,14259,16542
TH	ERZ939163.2529,0,8868,UniRef50_A0A1C2D810,1961,6173
--	ERZ941814.78466,0,9879,UniRef50_A0A2H5Z196,1183,3451
FD	ENA|SMBE01000004|SMBE01000004.1,331799,365032,UniRef50_J3F2B0,337693,340309
NR	ENA|OHLX01000943|OHLX01000943.1,0,7614,UniRef50_UPI0008E5474B,2603,5255
N-	ENA|UYFG01002690|UYFG01002690.1,0,13837,UniRef50_A0A0F4LLE0,10196,12590
-Q	ENA|UZTC01000017|UZTC01000017.1,0,26834,UniRef50_A0A140GR79,6358,8689
--	ENA|UZRB01005709|UZRB01005709.1,0,5912,UniRef50_A0A5B9DB16,952,3160
-D	ENA|OPWP01000637|OPWP01000637.1,0,26169,UniRef50_A0A140GR79,1542,4428
-R	ENA|OLDM01000044|OLDM01000044.1,0,18103,UniRef50_UPI0008E5474B,14910,17322
--	ENA|OWQW01000203|OWQW01000203.1,16936,67307,UniRef50_A0A5C0DSR8,56834,59114
-R	ERZ963937.7697,0,39920,UniRef50_A0A140GR79,19642,21976
DH	ENA|OIVC01000615|OIVC01000615.1,0,9516,UniRef50_R5GUN8,925,5236
-H	ENA|UPLB01000016|UPLB01000016.1,105093,137760,UniRef50_Q6NKI3,132102,135312
-D	ENA|OBZJ01001545|OBZJ01001545.1,0,6509,UniRef50_A0A140GR79,2462,5348
DH	ENA|OQQH01006080|OQQH01006080.1,0,4982,UniRef50_A0A3D4E0Y5,11,3248
--	ENA|OWGO01001299|OWGO01001299.1,0,28369,UniRef50_A0A5C0DSR8,6997,9271
-E	ENA|OOZY01002408|OOZY01002408.1,0,9688,UniRef50_A0A4P7WDQ6,276,2826
DH	ENA|UWTX01000535|UWTX01000535.1,0,29800,UniRef50_A0A1G7DPY2,5527,9865
-H	ENA|UPJY01000007|UPJY01000007.1,97229,126677,UniRef50_Q6NKI3,117975,121185
-H	ENA|UPGV01000110|UPGV01000110.1,0,30902,UniRef50_Q6NKI3,680,3890
-N	ERZ949899.5317,0,7013,UniRef50_A0A140GR79,1242,4146
-R	ENA|UMFI01042970|UMFI01042970.1,0,8240,UniRef50_A0A140GR79,4033,6364
-N	ERZ949013.4514,15781,51282,UniRef50_A0A140GR79,21056,23954
DY	ENA|MKTM01000021|MKTM01000021.1,71251,122495,UniRef50_A0A5B9DB16,114291,117855
KA	Ga0208500_1000179,0,17982,UniRef50_A0A5B9DB16,12968,16526
-T	ENA|LWDO01000024|LWDO01000024.1,144956,195699,UniRef50_A0A140GR79,175625,178127
D-	ENA|PKAF01000010|PKAF01000010.1,12204,37621,UniRef50_A0A125S8L1,25821,27936
EH	ENA|ODUQ01000148|ODUQ01000148.1,0,12005,UniRef50_A0A140GR79,4187,6464
--	ENA|OHMK01000305|OHMK01000305.1,0,25072,UniRef50_A0A1X6QNV8,22644,24858
-Q	ENA|OWPV01003311|OWPV01003311.1,0,8096,UniRef50_A0A140GR79,246,2586
-D	ENA|UZUO01001070|UZUO01001070.1,0,16035,UniRef50_A0A140GR79,11925,14811
-N	ERZ947302.3580,0,43109,UniRef50_A0A140GR79,34934,37832
SY	ENA|UYMC01000109|UYMC01000109.1,63341,113661,UniRef50_A0A2H1XR21,107383,110809
K-	Ga0208192_1000107,0,47539,UniRef50_A0A2N2YJI8,24525,27198
KY	ENA|UMFP01011174|UMFP01011174.1,12515,41882,UniRef50_UPI000480F646,19266,22188
KY	ENA|OZKU01000435|OZKU01000435.1,0,22998,UniRef50_UPI000480F646,1347,4269
-H	ENA|OWSJ01001248|OWSJ01001248.1,0,24290,UniRef50_A0A374BJ40,678,4734
-D	ENA|OWZN01000948|OWZN01000948.1,0,6319,UniRef50_A0A140GR79,1890,4776
-E	ERZ943717.18281,0,13142,UniRef50_A0A3N0AFK0,428,2534
DH	ENA|OVLV01001066|OVLV01001066.1,0,18792,UniRef50_S0FEG1,96,4593
-Q	ENA|OOXO01000837|OOXO01000837.1,0,7132,UniRef50_A0A140GR79,1784,4115
DH	ENA|PFSS01000039|PFSS01000039.1,0,42025,UniRef50_A0A0D6THK4,1757,5609
--	ENA|USVA01000005|USVA01000005.1,154312,204683,UniRef50_A0A5C0DSR8,194282,196562
N-	ERZ833682.302,1428,51718,UniRef50_A0A2A4YP33,47463,49989
N-	ERZ929968.13377,0,11301,UniRef50_A0A0F4LLE0,184,2578
--	ENA|UPQK01000007|UPQK01000007.1,81920,132291,UniRef50_A0A5C0DSR8,122812,125086
AH	ENA|OCZU010004224|OCZU010004224.1,0,8987,UniRef50_A0A2A4YP33,3623,6875
K-	Ga0208854_1002425,0,4097,UniRef50_A0A2N2YJI8,497,2990
DH	ENA|OVZS01002686|OVZS01002686.1,0,8595,UniRef50_A0A412L761,5134,8581
-Q	NZ_AZFJ01000062.1,4300,46728,UniRef50_A0A4R6CQE3,23187,25692
-H	ENA|UPUV01000213|UPUV01000213.1,0,30241,UniRef50_Q6NKI3,6284,9494
-D	ERZ916071.41813,0,7579,UniRef50_A0A140GR79,3074,5960
-N	ENA|OPEJ01000411|OPEJ01000411.1,0,17296,UniRef50_A0A140GR79,14602,16936
SA	Ga0255102_1000181,0,18691,UniRef50_A0A2H6JXN3,1289,5036
DH	ENA|OHEX01000474|OHEX01000474.1,0,20035,UniRef50_C0FXH5,12805,16180
N-	ENA|ORMR01001534|ORMR01001534.1,0,17293,UniRef50_A0A0F4LLE0,4013,6407
DH	ENA|USYX01001045|USYX01001045.1,0,21242,UniRef50_A6BJV4,97,4126
DH	ERZ910743.7424,0,15467,UniRef50_R5GUN8,637,4822
--	ENA|ORJR01000416|ORJR01000416.1,6582,50935,UniRef50_R5Y7W7,48136,50854
-D	ENA|OPSF01002444|OPSF01002444.1,0,11417,UniRef50_A0A140GR79,1513,4399
DH	ERZ975439.13,0,37920,UniRef50_R6QHH1,5565,8940
KC	Ga0214193_1000150,0,19022,UniRef50_A0A5B9DB16,12825,16449
--	ENA|OCTM01000405|OCTM01000405.1,0,10908,UniRef50_A0A509E2L7,6510,8775
--	ENA|UXYL01000031|UXYL01000031.1,0,30862,UniRef50_A0A134C5X2,14202,16809
-D	ERZ840371.9962,0,5167,UniRef50_A0A140GR79,772,3658
DH	ENA|OQKP01000802|OQKP01000802.1,0,20242,UniRef50_A0A3D4E0Y5,108,3108
--	ENA|ORSL01000262|ORSL01000262.1,29008,63395,UniRef50_A0A2N1U601,31222,33865
--	ENA|PPPF01000023|PPPF01000023.1,0,14307,UniRef50_A0A062XN29,4716,6765
K-	ENA|UORH01001304|UORH01001304.1,0,15055,UniRef50_Z4X329,1301,4160
--	ENA|UPHR01001095|UPHR01001095.1,0,11210,UniRef50_Q2RX87,225,2229
DH	ENA|UAMX01000788|UAMX01000788.1,0,8375,UniRef50_G6B158,735,3798
DH	ENA|UXLP01002438|UXLP01002438.1,0,14558,UniRef50_R7FJU9,10272,14409
--	ENA|UMFD01029612|UMFD01029612.1,33356,83727,UniRef50_A0A5C0DSR8,41479,43759
-N	ERZ961062.5371,0,6608,UniRef50_A0A140GR79,1412,4316
-E	ENA|OXML01000788|OXML01000788.1,0,6791,UniRef50_A0A140GR79,3254,6143
NH	ENA|ORTJ01001792|ORTJ01001792.1,0,13052,UniRef50_A0A316RPF6,6384,10473
-Q	ENA|OQRB01005563|OQRB01005563.1,0,4908,UniRef50_A0A140GR79,702,3042
-S	ENA|OGJY01005805|OGJY01005805.1,0,7498,UniRef50_A0A140GR79,4542,6882
-S	ERZ1034047.615,0,14155,UniRef50_A0A140GR79,9379,11719
-H	ENA|ORJK01000023|ORJK01000023.1,77807,128793,UniRef50_A0A374BJ40,120449,124505
-N	ERZ942394.11903,0,32355,UniRef50_A0A355TRL9,19387,22222
DH	ENA|OLSJ01002165|OLSJ01002165.1,0,10581,UniRef50_A0A416GD56,7171,10486
DH	ERZ917111.14040,0,7490,UniRef50_R5GUN8,1872,6183
-D	ENA|ORPT01001398|ORPT01001398.1,0,18178,UniRef50_A0A140GR79,2021,4907
DH	ENA|OJRB01002815|OJRB01002815.1,0,7010,UniRef50_A0A3D4E0Y5,1468,3925
--	ENA|OLNL01000007|OLNL01000007.1,182055,232426,UniRef50_A0A5C0DSR8,222945,225225
DE	ENA|UMBV01041009|UMBV01041009.1,0,26198,UniRef50_A0A140GR79,13058,15290
-Q	ENA|ORRO01004427|ORRO01004427.1,0,7574,UniRef50_A0A140GR79,337,2668
--	ENA|ORVY01000141|ORVY01000141.1,39739,89138,UniRef50_A0A5C0DSR8,79709,81989
DH	Ga0102612_100082,3158,53961,UniRef50_U4KK26,49924,53236
-T	ERZ928597.4822,0,36776,UniRef50_D1W1M7,32806,35545
DH	ENA|OKQP01000003|OKQP01000003.1,0,49334,UniRef50_A0A1E3KQ44,227,4352
DH	Ga0243728_1001284,0,22312,UniRef50_A0A416GD56,67,2434
--	ENA|USYO01003049|USYO01003049.1,0,9981,UniRef50_A0A5B9DB16,4063,6271
-K	ENA|OGUL01000519|OGUL01000519.1,7683,43373,UniRef50_A0A1M5CDQ8,23560,27589
DH	ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562
-Q	ENA|ORTP01005720|ORTP01005720.1,0,5992,UniRef50_A0A140GR79,429,2769
-H	ENA|ODJT01000082|ODJT01000082.1,19532,66444,UniRef50_Q6NKI3,46543,49753
SY	ERZ1292107.37,0,48517,UniRef50_A0A2H1XR21,42239,45665
--	ENA|UPNR01000239|UPNR01000239.1,17190,62094,UniRef50_A0A5B9DB16,26300,28508
DH	ERZ1049452.14,0,29615,UniRef50_E7MR72,26246,29543
DH	ENA|UYJM01000217|UYJM01000217.1,49095,75928,UniRef50_R5GUN8,49303,53476
DH	ENA|OVGE01002220|OVGE01002220.1,0,13133,UniRef50_G6B158,47,3422
N-	ENA|ORBU01001447|ORBU01001447.1,0,26363,UniRef50_A0A2A4YP33,22095,24621
-Q	ERZ913627.1127,0,41149,UniRef50_A0A140GR79,28343,33578
--	ERZ1031798.11,90701,116793,UniRef50_A0A285TUA9,96039,98091
DH	ERZ964031.8216,1235,35074,UniRef50_G6B158,1655,5264
DH	ERZ919133.11473,0,5045,UniRef50_A0A3D4E0Y5,49,3286
NH	ENA|OGGP01000870|OGGP01000870.1,0,15041,UniRef50_UPI000E48DD01,10208,13421
--	ERZ1029115.40139,0,22373,UniRef50_A0A5B9DB16,19842,22107
-D	NZ_NEFD01000006.1,3920,54564,UniRef50_A0A140GR79,14541,16542
D-	ENA|OPNK01000912|OPNK01000912.1,0,10913,UniRef50_S0FEG1,7884,10551
DH	ERZ913239.3458,0,5193,UniRef50_UPI000E558302,20,4178
KY	ENA|OLQS01000177|OLQS01000177.1,0,27724,UniRef50_UPI000480F646,20896,23818
NH	ENA|OLXT01001048|OLXT01001048.1,0,9987,UniRef50_A0A1V6BFP8,1080,3798
-D	ENA|UXJM01003367|UXJM01003367.1,0,8196,UniRef50_A0A140GR79,1006,3892
-S	ENA|OGFL01003163|OGFL01003163.1,0,7648,UniRef50_A0A140GR79,4671,7011
DH	ENA|OXIT01000114|OXIT01000114.1,3358,32751,UniRef50_G9S0W2,25608,28191
--	ENA|OGHR01001194|OGHR01001194.1,0,13938,UniRef50_A0A2H6B7F4,3495,5730
-D	ENA|OROB01003367|OROB01003367.1,0,9036,UniRef50_A0A140GR79,2525,5411
DH	ENA|OGOL01002003|OGOL01002003.1,0,17076,UniRef50_S0FEG1,17,3071
--	ENA|ULWD01025850|ULWD01025850.1,0,24243,UniRef50_D1YP75,1568,3860
DH	ENA|OGXW01010489|OGXW01010489.1,0,4264,UniRef50_A0A3D4E0Y5,33,2520
--	ENA|OPIS01000021|OPIS01000021.1,0,30805,UniRef50_A0A134C5X2,14141,16748
-Q	ENA|ORTA01002915|ORTA01002915.1,0,14976,UniRef50_A0A140GR79,4897,7228
D-	ENA|LUFR01000001|LUFR01000001.1,50385,100852,UniRef50_A0A125S8L1,86997,89112
--	gi|574578700|gb|ASRY01000315.1|,0,46739,UniRef50_R9LW52,34734,37653
-N	ENA|OLXS01000520|OLXS01000520.1,0,16962,UniRef50_A0A140GR79,14268,16602
-H	ENA|OJSE01007832|OJSE01007832.1,0,5514,UniRef50_A0A1X9T077,219,3600
--	ENA|OBJQ01002111|OBJQ01002111.1,0,8356,UniRef50_A0A5B9DB16,3493,5815
D-	ENA|OSOD01002116|OSOD01002116.1,0,18121,UniRef50_A0A150J5Z8,1448,3710
NN	ENA|OPOR01001160|OPOR01001160.1,0,22356,UniRef50_A0A2G3NUX7,16882,18910
-E	ERZ941231.28346,0,10031,UniRef50_A0A140GR79,3171,6081
DH	ENA|OWYC01000315|OWYC01000315.1,0,16839,UniRef50_A6BJV4,12282,16314
DE	ENA|UALW01000149|UALW01000149.1,0,11340,UniRef50_A0A140GR79,5583,7617
-N	ENA|OKSB01000162|OKSB01000162.1,0,30964,UniRef50_A0A355TRL9,17996,20831
-N	ENA|OJRB01007448|OJRB01007448.1,0,3096,UniRef50_A0A2H6JTC4,637,2866
DH	ENA|OWRE01000806|OWRE01000806.1,8988,36285,UniRef50_S0FEG1,9027,13524
DH	ERZ919853.28083,0,10000,UniRef50_A0A3D4E0Y5,6277,9514
KY	ENA|OOCL01000079|OOCL01000079.1,58854,85416,UniRef50_UPI000480F646,63039,65961
NQ	NZ_AZEH01000018.1,0,4353,UniRef50_A0A1V6BFP8,2282,4346
--	ENA|OJRC01002271|OJRC01002271.1,0,5768,UniRef50_A0A5B9DB16,263,2516
-A	ERZ925502.16322,0,17768,UniRef50_A0A140GR79,12210,14514
DH	ENA|UBKD01002782|UBKD01002782.1,0,6687,UniRef50_A0A3D4E0Y5,406,3640
DH	ENA|OGPY01001293|OGPY01001293.1,0,19384,UniRef50_A0A412L761,14691,17886
-R	ENA|OLFI01000866|OLFI01000866.1,0,4138,UniRef50_UPI0008E5474B,957,3369
DH	ENA|OHEL01002370|OHEL01002370.1,0,6522,UniRef50_A0A1Q6UAM8,81,3288
--	ENA|UMKH01002693|UMKH01002693.1,0,14310,UniRef50_A0A5B9DB16,10568,12776
DH	ENA|ODTK01000007|ODTK01000007.1,70720,121688,UniRef50_Q6NKI3,99661,102988
-H	ENA|NUSN01000065|NUSN01000065.1,0,11085,UniRef50_UPI000BFE368F,7795,10804
DH	ENA|OVFM01002717|OVFM01002717.1,0,10191,UniRef50_A0A416GD56,269,3584
NR	ENA|OXJQ01000308|OXJQ01000308.1,0,5302,UniRef50_UPI0008E5474B,1422,4074
-E	ENA|OPBZ01003537|OPBZ01003537.1,0,4642,UniRef50_A0A140GR79,58,2368
N-	ENA|OBWB01000336|OBWB01000336.1,3849,33725,UniRef50_A0A2A4YP33,7811,10337
-E	ERZ918235.52334,24404,58440,UniRef50_A0A140GR79,55230,57552
-L	ENA|NUUK01000080|NUUK01000080.1,0,26082,UniRef50_Q2RX87,14055,16107
DH	ERZ942343.12562,0,23639,UniRef50_A5Z395,18617,21926
--	ENA|OLPO01000004|OLPO01000004.1,281438,331809,UniRef50_A0A5C0DSR8,289556,291836
D-	ENA|UAOQ01001301|UAOQ01001301.1,0,11256,UniRef50_UPI000E558302,9004,11206
DH	ENA|OXDV01000197|OXDV01000197.1,0,19550,UniRef50_G9S0W2,64,4363
-E	ENA|UMES01051890|UMES01051890.1,0,19613,UniRef50_A0A3N0AFK0,14135,16241
