ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ENA|OHEL01002370|OHEL01002370.1,0,6522,UniRef50_A0A1Q6UAM8,81,3288
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ENA|OUQW01006393|OUQW01006393.1,0,6366,UniRef50_A0A1Q6UAM8,106,3313
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ENA|ULTJ01059390|ULTJ01059390.1,0,6915,UniRef50_A0A1Q6UAM8,3382,6589
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ERZ941867.23675,0,4625,UniRef50_A0A1Q6UAM8,1233,4440
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ERZ825488.7458,0,6614,UniRef50_A0A1Q6UAM8,3184,6391
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ERZ919272.61839,0,4786,UniRef50_A0A1Q6UAM8,454,3661
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	Ga0134384_1003703,0,4360,UniRef50_A0A1Q6UAM8,5,3212
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ERZ987354.4329,0,4694,UniRef50_A0A1Q6UAM8,1233,4440
ERZ964580.41819,0,4832,UniRef50_A0A1Q6UAM8,1355,4562	ENA|OZHF01003160|OZHF01003160.1,0,4547,UniRef50_A0A1Q6UAM8,247,3217
ENA|UYJM01000217|UYJM01000217.1,49095,75928,UniRef50_R5GUN8,49303,53476	ENA|UYJM01000217|UYJM01000217.1,49095,75928,UniRef50_R5GUN8,49303,53476
ENA|OVGE01002220|OVGE01002220.1,0,13133,UniRef50_G6B158,47,3422	ENA|OVGE01002220|OVGE01002220.1,0,13133,UniRef50_G6B158,47,3422
ERZ913627.1127,0,41149,UniRef50_A0A140GR79,28343,33578	ERZ913627.1127,0,41149,UniRef50_A0A140GR79,28343,33578
ERZ1031798.11,90701,116793,UniRef50_A0A285TUA9,96039,98091	ERZ1031798.11,90701,116793,UniRef50_A0A285TUA9,96039,98091
